symbol,entry_dt,exit_dt,entry_price,exit_price,qty,pnl,bars_held
VZ,2024-02-01,2024-02-08,37.898040771484375,35.59686279296875,264,-607.510986328125,5
HD,2024-02-08,2024-02-15,348.628662109375,346.0981750488281,29,-73.38412475585938,5
MSFT,2024-02-01,2024-02-23,398.5927734375,405.8175354003906,25,180.61904907226562,15
PG,2024-02-01,2024-03-01,152.27122497558594,151.95559692382812,66,-20.831451416015625,20
V,2024-02-01,2024-03-01,273.550048828125,280.1042175292969,37,242.50424194335938,20
MSFT,2024-03-01,2024-03-08,410.9206848144531,401.7429504394531,26,-238.62109375,5
TSLA,2024-03-01,2024-03-08,202.63999938964844,175.33999633789062,53,-1446.900161743164,5
JNJ,2024-03-08,2024-03-15,152.13111877441406,150.85316467285156,70,-89.456787109375,5
BRK-B,2024-02-01,2024-03-15,386.44000244140625,408.1300048828125,26,563.9400634765625,30
MA,2024-02-01,2024-03-15,456.3693542480469,471.1321105957031,22,324.7806396484375,30
AMZN,2024-02-01,2024-03-22,159.27999877929688,178.8699951171875,64,1253.759765625,35
PFE,2024-03-15,2024-03-22,25.362234115600586,24.835744857788086,426,-224.284423828125,5
PG,2024-03-15,2024-03-22,154.3757781982422,154.64361572265625,70,18.748626708984375,5
META,2024-02-01,2024-04-01,392.3612060546875,488.857666015625,25,2412.4114990234375,40
MA,2024-03-22,2024-04-01,476.91448974609375,473.6767272949219,22,-71.23077392578125,5
NFLX,2024-02-01,2024-04-01,567.510009765625,614.3099975585938,17,795.5997924804688,40
V,2024-03-22,2024-04-01,280.20318603515625,275.27691650390625,38,-187.1982421875,5
HD,2024-02-23,2024-04-01,356.5267028808594,354.8695983886719,29,-48.0560302734375,25
MSFT,2024-03-15,2024-04-01,411.83056640625,419.8907775878906,25,201.50527954101562,10
NVDA,2024-02-01,2024-04-08,62.99541473388672,87.09341430664062,162,3903.875930786133,45
KO,2024-04-01,2024-04-08,58.0566520690918,56.707611083984375,187,-252.2706642150879,5
PFE,2024-04-01,2024-04-08,25.16253089904785,24.127710342407227,435,-450.1469421386719,5
PG,2024-04-01,2024-04-08,153.6105194091797,149.26751708984375,70,-304.0101623535156,5
BRK-B,2024-04-01,2024-04-15,420.20001220703125,400.260009765625,26,-518.4400634765625,10
MA,2024-04-08,2024-04-15,474.7790222167969,455.8810729980469,22,-415.7548828125,5
JPM,2024-02-15,2024-04-15,173.09402465820312,177.02691650390625,60,235.9735107421875,40
TSLA,2024-04-15,2024-04-22,161.47999572753906,142.0500030517578,62,-1204.6595458984375,5
META,2024-04-08,2024-04-22,516.6161499023438,479.2864990234375,20,-746.593017578125,10
NVDA,2024-04-15,2024-04-22,85.96192932128906,79.48188018798828,121,-784.0859451293945,5
NFLX,2024-04-08,2024-04-22,628.4099731445312,554.5999755859375,16,-1180.9599609375,10
MSFT,2024-04-08,2024-04-22,419.9104919433594,396.5409240722656,25,-584.2391967773438,10
JNJ,2024-04-22,2024-04-29,142.21282958984375,140.0193634033203,72,-157.9295654296875,5
BRK-B,2024-04-22,2024-04-29,408.7799987792969,400.9599914550781,25,-195.50018310546875,5
VZ,2024-04-01,2024-04-29,37.71073913574219,36.336463928222656,293,-402.66263580322266,20
